Model      | Query ID   | Doc ID     | Title                                                        | Query                                             
LM         | 62         | 281        | higher order approximations for relaxation oscillations .    | has anyone investigated relaxation effects on...  
LM         | 62         | 1268       | stable combustion of a high-velocity gas in a heated bound   | has anyone investigated relaxation effects on...  
VSM        | 66         | 186        | base pressure in supersonic flow .                           | are there any theoretical methods for predict...  
VSM        | 66         | 176        | base pressure at subsonic speeds in the presence of a supe   | are there any theoretical methods for predict...  
VSM        | 66         | 519        | base pressure at supersonic speeds in the presence of a su   | are there any theoretical methods for predict...  
VSM        | 66         | 461        | approximate methods fore predicting separation properties    | are there any theoretical methods for predict...  
VSM        | 66         | 189        | experimental investigation of base pressure on blunt-trail   | are there any theoretical methods for predict...  
VSM        | 66         | 188        | an analysis of base pressure at supersonic velocities and    | are there any theoretical methods for predict...  
VSM        | 66         | 173        | the effect of a central jet on the base pressure of a cyli   | are there any theoretical methods for predict...  
VSM        | 66         | 179        | an analysis of base pressure at supersonic speeds and comp   | are there any theoretical methods for predict...  
VSM        | 66         | 487        | theory for supersonic two-dimensional, laminar, base-type    | are there any theoretical methods for predict...  
VSM        | 66         | 409        | on the base pressure resulting from the interaction of a s   | are there any theoretical methods for predict...  
LM         | 66         | 186        | base pressure in supersonic flow .                           | are there any theoretical methods for predict...  
LM         | 66         | 461        | approximate methods fore predicting separation properties    | are there any theoretical methods for predict...  
LM         | 66         | 179        | an analysis of base pressure at supersonic speeds and comp   | are there any theoretical methods for predict...  
LM         | 66         | 232        | accuracy of approximate methods for predicting pressure on   | are there any theoretical methods for predict...  
LM         | 66         | 283        | laminar heat transfer around blunt bodies in dissociated a   | are there any theoretical methods for predict...  
LM         | 66         | 1311       | some simple solutions to the problem of predicting boundar   | are there any theoretical methods for predict...  
LM         | 66         | 188        | an analysis of base pressure at supersonic velocities and    | are there any theoretical methods for predict...  
LM         | 66         | 923        | methods for estimating lift interference of wing-body comb   | are there any theoretical methods for predict...  
LM         | 66         | 655        | effects of boundary layer displacement and leading edge bl   | are there any theoretical methods for predict...  
LM         | 66         | 409        | on the base pressure resulting from the interaction of a s   | are there any theoretical methods for predict...  
VSM        | 67         | 976        | turbulent diffusion in the wake of a blunt nosed body at h   | does transition in the hypersonic wake depend...  
VSM        | 67         | 1141       | the wake behind an oscillating vehicle .                     | does transition in the hypersonic wake depend...  
VSM        | 67         | 536        | transition in the viscous wakes of blunt bodies at hyperso   | does transition in the hypersonic wake depend...  
VSM        | 67         | 154        | velocity and temperature distributions in the turbulent wa   | does transition in the hypersonic wake depend...  
VSM        | 67         | 272        | oscillatory aerodynamic coefficients for a unified superso   | does transition in the hypersonic wake depend...  
VSM        | 67         | 1264       | boundary layer transition and heat transfer in shock tubes   | does transition in the hypersonic wake depend...  
VSM        | 67         | 1205       | effects of cooling on boundary layer transition on a hemi-   | does transition in the hypersonic wake depend...  
VSM        | 67         | 979        | correlation of base pressure and wake structure of sharp a   | does transition in the hypersonic wake depend...  
VSM        | 67         | 1211       | boundary layer transition at supersonic speeds-three-dimen   | does transition in the hypersonic wake depend...  
VSM        | 67         | 1238       | the newtonian approximation in magnetic hypersonic stagnat   | does transition in the hypersonic wake depend...  
LM         | 67         | 1238       | the newtonian approximation in magnetic hypersonic stagnat   | does transition in the hypersonic wake depend...  
LM         | 67         | 1373       | nose drag in free-molecule flow and its minimization .       | does transition in the hypersonic wake depend...  
LM         | 67         | 338        | mass transfer cooling at mach number 4. 8.                   | does transition in the hypersonic wake depend...  
LM         | 67         | 1205       | effects of cooling on boundary layer transition on a hemi-   | does transition in the hypersonic wake depend...  
LM         | 67         | 536        | transition in the viscous wakes of blunt bodies at hyperso   | does transition in the hypersonic wake depend...  
LM         | 67         | 25         | inviscid hypersonic flow over blunt-nosed slender bodies .   | does transition in the hypersonic wake depend...  
LM         | 67         | 85         | on trails of axisymmetric hypersonic blunt bodies flying t   | does transition in the hypersonic wake depend...  
LM         | 67         | 800        | wall interference at transonic speeds on a hemisphere cyli   | does transition in the hypersonic wake depend...  
LM         | 67         | 186        | base pressure in supersonic flow .                           | does transition in the hypersonic wake depend...  
LM         | 67         | 1211       | boundary layer transition at supersonic speeds-three-dimen   | does transition in the hypersonic wake depend...  
VSM        | 68         | 272        | oscillatory aerodynamic coefficients for a unified superso   | how can one detect transition phenomena in bo...  
VSM        | 68         | 315        | scale effects at high subsonic and transonic speeds and me   | how can one detect transition phenomena in bo...  
VSM        | 68         | 1154       | on the influence of wall boundary layers in closed transon   | how can one detect transition phenomena in bo...  
VSM        | 68         | 1149       | similar temperature boundary layers .                        | how can one detect transition phenomena in bo...  
VSM        | 68         | 959        | heat transfer in separated flows .                           | how can one detect transition phenomena in bo...  
VSM        | 68         | 37         | a new technique for investigating heat transfer and surfac   | how can one detect transition phenomena in bo...  
VSM        | 68         | 406        | on the behaviour of boundary layers at supersonic speeds .   | how can one detect transition phenomena in bo...  
VSM        | 68         | 418        | transition form laminar to turbulent shear flow .            | how can one detect transition phenomena in bo...  
VSM        | 68         | 1264       | boundary layer transition and heat transfer in shock tubes   | how can one detect transition phenomena in bo...  
VSM        | 68         | 337        | boundary layer transition with gas injection .               | how can one detect transition phenomena in bo...  
LM         | 68         | 315        | scale effects at high subsonic and transonic speeds and me   | how can one detect transition phenomena in bo...  
LM         | 68         | 1257       | an optical boundary-layer probe .                            | how can one detect transition phenomena in bo...  
LM         | 68         | 1268       | stable combustion of a high-velocity gas in a heated bound   | how can one detect transition phenomena in bo...  
LM         | 68         | 37         | a new technique for investigating heat transfer and surfac   | how can one detect transition phenomena in bo...  
LM         | 68         | 207        | laminar boundary layer oscillations and transition on a fl   | how can one detect transition phenomena in bo...  
LM         | 68         | 610        | corner interference effects .                                | how can one detect transition phenomena in bo...  
LM         | 68         | 281        | higher order approximations for relaxation oscillations .    | how can one detect transition phenomena in bo...  
LM         | 68         | 959        | heat transfer in separated flows .                           | how can one detect transition phenomena in bo...  
LM         | 68         | 1154       | on the influence of wall boundary layers in closed transon   | how can one detect transition phenomena in bo...  
LM         | 68         | 1321       | effects of a flexible boundary on hydrodynamic stability .   | how can one detect transition phenomena in bo...  
VSM        | 69         | 37         | a new technique for investigating heat transfer and surfac   | how can one detect transition phenomena in hy...  
VSM        | 69         | 1368       | three dimensional viscous wakes .                            | how can one detect transition phenomena in hy...  
VSM        | 69         | 536        | transition in the viscous wakes of blunt bodies at hyperso   | how can one detect transition phenomena in hy...  
VSM        | 69         | 272        | oscillatory aerodynamic coefficients for a unified superso   | how can one detect transition phenomena in hy...  
VSM        | 69         | 1205       | effects of cooling on boundary layer transition on a hemi-   | how can one detect transition phenomena in hy...  
VSM        | 69         | 1264       | boundary layer transition and heat transfer in shock tubes   | how can one detect transition phenomena in hy...  
VSM        | 69         | 1152       | on periodically oscillating wakes in the oseen approximati   | how can one detect transition phenomena in hy...  
VSM        | 69         | 418        | transition form laminar to turbulent shear flow .            | how can one detect transition phenomena in hy...  
VSM        | 69         | 505        | transition measurements on cones in free flight ballistics   | how can one detect transition phenomena in hy...  
VSM        | 69         | 41         | on transition experiments at moderate supersonic speeds .    | how can one detect transition phenomena in hy...  
LM         | 69         | 536        | transition in the viscous wakes of blunt bodies at hyperso   | how can one detect transition phenomena in hy...  
LM         | 69         | 37         | a new technique for investigating heat transfer and surfac   | how can one detect transition phenomena in hy...  
LM         | 69         | 1257       | an optical boundary-layer probe .                            | how can one detect transition phenomena in hy...  
LM         | 69         | 281        | higher order approximations for relaxation oscillations .    | how can one detect transition phenomena in hy...  
LM         | 69         | 17         | remarks on the eddy viscosity in compressible mixing flows   | how can one detect transition phenomena in hy...  
LM         | 69         | 1152       | on periodically oscillating wakes in the oseen approximati   | how can one detect transition phenomena in hy...  
LM         | 69         | 1158       | the tailored-interface hypersonic shock tunnel .             | how can one detect transition phenomena in hy...  
LM         | 69         | 207        | laminar boundary layer oscillations and transition on a fl   | how can one detect transition phenomena in hy...  
LM         | 69         | 6          | one-dimensional transient heat flow in a multilayer slab .   | how can one detect transition phenomena in hy...  
LM         | 69         | 171        | a low density wind tunnel study of shock wave structure an   | how can one detect transition phenomena in hy...  
VSM        | 71         | 289        | a theoretical study of the aerodynamics of slender crucifo   | has anyone investigated and developed a simpl...  
VSM        | 71         | 433        | application of two dimensional vortex theory to the predic   | has anyone investigated and developed a simpl...  
VSM        | 71         | 927        | investigation of normal force distributions and wake vorte   | has anyone investigated and developed a simpl...  
VSM        | 71         | 432        | theoretical damping in roll and rolling moment due to diff   | has anyone investigated and developed a simpl...  
VSM        | 71         | 1277       | a study of vortex cancellation .                             | has anyone investigated and developed a simpl...  
VSM        | 71         | 549        | experimental study of the velocity and temperature distrib   | has anyone investigated and developed a simpl...  
VSM        | 71         | 1141       | the wake behind an oscillating vehicle .                     | has anyone investigated and developed a simpl...  
VSM        | 71         | 229        | interference between the wings and tail surfaces of a comb   | has anyone investigated and developed a simpl...  
VSM        | 71         | 288        | the rolling up of the trailing vortex sheet and its effect   | has anyone investigated and developed a simpl...  
VSM        | 71         | 979        | correlation of base pressure and wake structure of sharp a   | has anyone investigated and developed a simpl...  
LM         | 71         | 289        | a theoretical study of the aerodynamics of slender crucifo   | has anyone investigated and developed a simpl...  
LM         | 71         | 433        | application of two dimensional vortex theory to the predic   | has anyone investigated and developed a simpl...  
LM         | 71         | 520        | wing-tail interference as a cause of 'magnus' effects on a   | has anyone investigated and developed a simpl...  
LM         | 71         | 927        | investigation of normal force distributions and wake vorte   | has anyone investigated and developed a simpl...  
LM         | 71         | 288        | the rolling up of the trailing vortex sheet and its effect   | has anyone investigated and developed a simpl...  
LM         | 71         | 432        | theoretical damping in roll and rolling moment due to diff   | has anyone investigated and developed a simpl...  
LM         | 71         | 1277       | a study of vortex cancellation .                             | has anyone investigated and developed a simpl...  
LM         | 71         | 1141       | the wake behind an oscillating vehicle .                     | has anyone investigated and developed a simpl...  
LM         | 71         | 229        | interference between the wings and tail surfaces of a comb   | has anyone investigated and developed a simpl...  
LM         | 71         | 1152       | on periodically oscillating wakes in the oseen approximati   | has anyone investigated and developed a simpl...  
VSM        | 72         | 521        | a note on application of transonic linearization to an air   | what is a criterion that the transonic flow a...  
VSM        | 72         | 526        | leading edge attachment in transonic flow with laminar or    | what is a criterion that the transonic flow a...  
VSM        | 72         | 503        | theoretical prediction of the transonic characteristics of   | what is a criterion that the transonic flow a...  
VSM        | 72         | 469        | linearised transonic flow about slender bodies at zero ang   | what is a criterion that the transonic flow a...  
VSM        | 72         | 468        | a refinement of the linearised transonic flow theory .       | what is a criterion that the transonic flow a...  
VSM        | 72         | 440        | compilation of information on the transonic attachment of    | what is a criterion that the transonic flow a...  
VSM        | 72         | 467        | thin airfoil theory based on approximate solution of the t   | what is a criterion that the transonic flow a...  
VSM        | 72         | 797        | a study of the effect of leading-edge modifications on the   | what is a criterion that the transonic flow a...  
VSM        | 72         | 439        | a factor affecting transonic leading edge flow separation    | what is a criterion that the transonic flow a...  
VSM        | 72         | 496        | a theory of transonic aileron buzz, neglecting viscous eff   | what is a criterion that the transonic flow a...  
LM         | 72         | 521        | a note on application of transonic linearization to an air   | what is a criterion that the transonic flow a...  
LM         | 72         | 526        | leading edge attachment in transonic flow with laminar or    | what is a criterion that the transonic flow a...  
LM         | 72         | 496        | a theory of transonic aileron buzz, neglecting viscous eff   | what is a criterion that the transonic flow a...  
LM         | 72         | 468        | a refinement of the linearised transonic flow theory .       | what is a criterion that the transonic flow a...  
LM         | 72         | 439        | a factor affecting transonic leading edge flow separation    | what is a criterion that the transonic flow a...  
LM         | 72         | 469        | linearised transonic flow about slender bodies at zero ang   | what is a criterion that the transonic flow a...  
LM         | 72         | 440        | compilation of information on the transonic attachment of    | what is a criterion that the transonic flow a...  
LM         | 72         | 503        | theoretical prediction of the transonic characteristics of   | what is a criterion that the transonic flow a...  
LM         | 72         | 797        | a study of the effect of leading-edge modifications on the   | what is a criterion that the transonic flow a...  
LM         | 72         | 903        | two dimensional transonic unsteady flow with shock waves .   | what is a criterion that the transonic flow a...  
VSM        | 74         | 467        | thin airfoil theory based on approximate solution of the t   | can the transonic flow around an arbitrary sm...  
VSM        | 74         | 469        | linearised transonic flow about slender bodies at zero ang   | can the transonic flow around an arbitrary sm...  
VSM        | 74         | 39         | on the flow of a sonic stream past an airfoil surface .      | can the transonic flow around an arbitrary sm...  
VSM        | 74         | 503        | theoretical prediction of the transonic characteristics of   | can the transonic flow around an arbitrary sm...  
VSM        | 74         | 194        | general theory of airfoil sections having arbitrary shape    | can the transonic flow around an arbitrary sm...  
VSM        | 74         | 404        | two dimensional transonic flow past airfoils .               | can the transonic flow around an arbitrary sm...  
VSM        | 74         | 70         | a study of flow changes associated with airfoil section dr   | can the transonic flow around an arbitrary sm...  
VSM        | 74         | 526        | leading edge attachment in transonic flow with laminar or    | can the transonic flow around an arbitrary sm...  
VSM        | 74         | 521        | a note on application of transonic linearization to an air   | can the transonic flow around an arbitrary sm...  
VSM        | 74         | 1210       | on slender airfoil theory for nonequilibrium flow .          | can the transonic flow around an arbitrary sm...  
LM         | 74         | 467        | thin airfoil theory based on approximate solution of the t   | can the transonic flow around an arbitrary sm...  
LM         | 74         | 469        | linearised transonic flow about slender bodies at zero ang   | can the transonic flow around an arbitrary sm...  
LM         | 74         | 916        | the flow around oscillating low aspect ratio wings at tran   | can the transonic flow around an arbitrary sm...  
LM         | 74         | 39         | on the flow of a sonic stream past an airfoil surface .      | can the transonic flow around an arbitrary sm...  
LM         | 74         | 903        | two dimensional transonic unsteady flow with shock waves .   | can the transonic flow around an arbitrary sm...  
LM         | 74         | 194        | general theory of airfoil sections having arbitrary shape    | can the transonic flow around an arbitrary sm...  
LM         | 74         | 496        | a theory of transonic aileron buzz, neglecting viscous eff   | can the transonic flow around an arbitrary sm...  
LM         | 74         | 468        | a refinement of the linearised transonic flow theory .       | can the transonic flow around an arbitrary sm...  
LM         | 74         | 1070       | buckling of orthotropic and stiffened conical shells .       | can the transonic flow around an arbitrary sm...  
LM         | 74         | 503        | theoretical prediction of the transonic characteristics of   | can the transonic flow around an arbitrary sm...  
VSM        | 79         | 1190       | flow of a gas near a solid surface .                         | what are the details of the rigorous kinetic ...  
VSM        | 79         | 583        | influence coefficients for real gases .                      | what are the details of the rigorous kinetic ...  
VSM        | 79         | 1199       | theoretical investigations of a supersonic laminar boundar   | what are the details of the rigorous kinetic ...  
VSM        | 79         | 103        | theory of mixing and chemical reaction in the opposed jet    | what are the details of the rigorous kinetic ...  
VSM        | 79         | 1031       | note on creep buckling of columns .                          | what are the details of the rigorous kinetic ...  
VSM        | 79         | 27         | newtonian flow theory for slender bodies .                   | what are the details of the rigorous kinetic ...  
VSM        | 79         | 1148       | knudsen flow through a circular capillary .                  | what are the details of the rigorous kinetic ...  
VSM        | 79         | 1314       | production of high temperature gases in shock tubes .        | what are the details of the rigorous kinetic ...  
VSM        | 79         | 232        | accuracy of approximate methods for predicting pressure on   | what are the details of the rigorous kinetic ...  
VSM        | 79         | 752        | slender not-so-thin wing theory .                            | what are the details of the rigorous kinetic ...  
LM         | 79         | 1190       | flow of a gas near a solid surface .                         | what are the details of the rigorous kinetic ...  
LM         | 79         | 103        | theory of mixing and chemical reaction in the opposed jet    | what are the details of the rigorous kinetic ...  
LM         | 79         | 1199       | theoretical investigations of a supersonic laminar boundar   | what are the details of the rigorous kinetic ...  
LM         | 79         | 108        | properties of the confluent hypergeometric function .        | what are the details of the rigorous kinetic ...  
LM         | 79         | 1031       | note on creep buckling of columns .                          | what are the details of the rigorous kinetic ...  
LM         | 79         | 943        | compressible free shear layer with finite initial thicknes   | what are the details of the rigorous kinetic ...  
LM         | 79         | 367        | control system and analysis and design via the second meth   | what are the details of the rigorous kinetic ...  
LM         | 79         | 760        | inelastic buckling of initially imperfect cylindrical shel   | what are the details of the rigorous kinetic ...  
LM         | 79         | 357        | optimum nose shapes for missiles in the super-aerodynamic    | what are the details of the rigorous kinetic ...  
LM         | 79         | 849        | a theory of imperfection for the vibrations of elastic bod   | what are the details of the rigorous kinetic ...  
VSM        | 80         | 305        | hypersonic strong viscous interaction on a flat plate with   | has anyone investigated the effect of surface...  
VSM        | 80         | 525        | on hypersonic viscous flow over an insulated flat plate wi   | has anyone investigated the effect of surface...  
VSM        | 80         | 123        | the downstream influence of mass transfer at the nose of a   | has anyone investigated the effect of surface...  
VSM        | 80         | 1299       | hypersonic viscous shock layer .                             | has anyone investigated the effect of surface...  
VSM        | 80         | 1185       | an integral method for calculating heat and mass transfer    | has anyone investigated the effect of surface...  
VSM        | 80         | 540        | use of local similarity concepts in hypersonic viscous int   | has anyone investigated the effect of surface...  
VSM        | 80         | 84         | experimental investigation of the downstream influence of    | has anyone investigated the effect of surface...  
VSM        | 80         | 353        | the effect of helium injection at an axially symmetric sta   | has anyone investigated the effect of surface...  
VSM        | 80         | 537        | stagnation point viscous hypersonic flow .                   | has anyone investigated the effect of surface...  
VSM        | 80         | 26         | inviscid leading-edge effect in hypersonic flow .            | has anyone investigated the effect of surface...  
LM         | 80         | 305        | hypersonic strong viscous interaction on a flat plate with   | has anyone investigated the effect of surface...  
LM         | 80         | 525        | on hypersonic viscous flow over an insulated flat plate wi   | has anyone investigated the effect of surface...  
LM         | 80         | 1299       | hypersonic viscous shock layer .                             | has anyone investigated the effect of surface...  
LM         | 80         | 123        | the downstream influence of mass transfer at the nose of a   | has anyone investigated the effect of surface...  
LM         | 80         | 540        | use of local similarity concepts in hypersonic viscous int   | has anyone investigated the effect of surface...  
LM         | 80         | 84         | experimental investigation of the downstream influence of    | has anyone investigated the effect of surface...  
LM         | 80         | 353        | the effect of helium injection at an axially symmetric sta   | has anyone investigated the effect of surface...  
LM         | 80         | 1204       | experimental effect of bluntness and gas rarefaction on dr   | has anyone investigated the effect of surface...  
LM         | 80         | 274        | analysis of quartz and teflon shields for a particular re-   | has anyone investigated the effect of surface...  
LM         | 80         | 26         | inviscid leading-edge effect in hypersonic flow .            | has anyone investigated the effect of surface...  
VSM        | 81         | 525        | on hypersonic viscous flow over an insulated flat plate wi   | what is the combined effect of surface heat a...  
VSM        | 81         | 305        | hypersonic strong viscous interaction on a flat plate with   | what is the combined effect of surface heat a...  
VSM        | 81         | 1185       | an integral method for calculating heat and mass transfer    | what is the combined effect of surface heat a...  
VSM        | 81         | 123        | the downstream influence of mass transfer at the nose of a   | what is the combined effect of surface heat a...  
VSM        | 81         | 37         | a new technique for investigating heat transfer and surfac   | what is the combined effect of surface heat a...  
VSM        | 81         | 84         | experimental investigation of the downstream influence of    | what is the combined effect of surface heat a...  
VSM        | 81         | 623        | on the coupling between heat and mass transfer .             | what is the combined effect of surface heat a...  
VSM        | 81         | 353        | the effect of helium injection at an axially symmetric sta   | what is the combined effect of surface heat a...  
VSM        | 81         | 303        | effect of variable heat recombination on stagnation point    | what is the combined effect of surface heat a...  
VSM        | 81         | 398        | heat transfer in turbulent shear flow .                      | what is the combined effect of surface heat a...  
LM         | 81         | 305        | hypersonic strong viscous interaction on a flat plate with   | what is the combined effect of surface heat a...  
LM         | 81         | 525        | on hypersonic viscous flow over an insulated flat plate wi   | what is the combined effect of surface heat a...  
LM         | 81         | 353        | the effect of helium injection at an axially symmetric sta   | what is the combined effect of surface heat a...  
LM         | 81         | 123        | the downstream influence of mass transfer at the nose of a   | what is the combined effect of surface heat a...  
LM         | 81         | 623        | on the coupling between heat and mass transfer .             | what is the combined effect of surface heat a...  
LM         | 81         | 36         | supersonic flow around blunt bodies .                        | what is the combined effect of surface heat a...  
LM         | 81         | 1185       | an integral method for calculating heat and mass transfer    | what is the combined effect of surface heat a...  
LM         | 81         | 303        | effect of variable heat recombination on stagnation point    | what is the combined effect of surface heat a...  
LM         | 81         | 84         | experimental investigation of the downstream influence of    | what is the combined effect of surface heat a...  
LM         | 81         | 1366       | the compressible laminar boundary layer with heat transfer   | what is the combined effect of surface heat a...  
VSM        | 82         | 568        | shock wave effects on the laminar skin friction of an insu   | what are the existing solutions for hypersoni...  
VSM        | 82         | 525        | on hypersonic viscous flow over an insulated flat plate wi   | what are the existing solutions for hypersoni...  
VSM        | 82         | 305        | hypersonic strong viscous interaction on a flat plate with   | what are the existing solutions for hypersoni...  
VSM        | 82         | 327        | on local flat plate similarity in the hypersonic boundary    | what are the existing solutions for hypersoni...  
VSM        | 82         | 310        | hypersonic viscous flow over a flat plate .                  | what are the existing solutions for hypersoni...  
VSM        | 82         | 663        | viscous flow along a flat plate moving at high speeds .      | what are the existing solutions for hypersoni...  
VSM        | 82         | 1200       | hypersonic viscous flow over a sweat-cooled flat plate .     | what are the existing solutions for hypersoni...  
VSM        | 82         | 1299       | hypersonic viscous shock layer .                             | what are the existing solutions for hypersoni...  
VSM        | 82         | 570        | on the boundary layer equations in hypersonic flow and the   | what are the existing solutions for hypersoni...  
VSM        | 82         | 260        | a critical review of skin friction and heat transfer solut   | what are the existing solutions for hypersoni...  
LM         | 82         | 525        | on hypersonic viscous flow over an insulated flat plate wi   | what are the existing solutions for hypersoni...  
LM         | 82         | 568        | shock wave effects on the laminar skin friction of an insu   | what are the existing solutions for hypersoni...  
LM         | 82         | 307        | an approximate solution of hypersonic laminar boundary lay   | what are the existing solutions for hypersoni...  
LM         | 82         | 310        | hypersonic viscous flow over a flat plate .                  | what are the existing solutions for hypersoni...  
LM         | 82         | 305        | hypersonic strong viscous interaction on a flat plate with   | what are the existing solutions for hypersoni...  
LM         | 82         | 1200       | hypersonic viscous flow over a sweat-cooled flat plate .     | what are the existing solutions for hypersoni...  
LM         | 82         | 327        | on local flat plate similarity in the hypersonic boundary    | what are the existing solutions for hypersoni...  
LM         | 82         | 304        | first-order approach to a strong interaction problem in hy   | what are the existing solutions for hypersoni...  
LM         | 82         | 1299       | hypersonic viscous shock layer .                             | what are the existing solutions for hypersoni...  
LM         | 82         | 570        | on the boundary layer equations in hypersonic flow and the   | what are the existing solutions for hypersoni...  
VSM        | 83         | 526        | leading edge attachment in transonic flow with laminar or    | what controls leading-edge attachment at tran...  
VSM        | 83         | 440        | compilation of information on the transonic attachment of    | what controls leading-edge attachment at tran...  
VSM        | 83         | 797        | a study of the effect of leading-edge modifications on the   | what controls leading-edge attachment at tran...  
VSM        | 83         | 683        | the use of conical camber to produce flow attachment at th   | what controls leading-edge attachment at tran...  
VSM        | 83         | 334        | influence of the leading-edge shock wave on the laminar bo   | what controls leading-edge attachment at tran...  
VSM        | 83         | 222        | the flow over delta wings at low speeds with leading edge    | what controls leading-edge attachment at tran...  
VSM        | 83         | 521        | a note on application of transonic linearization to an air   | what controls leading-edge attachment at tran...  
VSM        | 83         | 26         | inviscid leading-edge effect in hypersonic flow .            | what controls leading-edge attachment at tran...  
VSM        | 83         | 655        | effects of boundary layer displacement and leading edge bl   | what controls leading-edge attachment at tran...  
VSM        | 83         | 439        | a factor affecting transonic leading edge flow separation    | what controls leading-edge attachment at tran...  
LM         | 83         | 526        | leading edge attachment in transonic flow with laminar or    | what controls leading-edge attachment at tran...  
LM         | 83         | 440        | compilation of information on the transonic attachment of    | what controls leading-edge attachment at tran...  
LM         | 83         | 797        | a study of the effect of leading-edge modifications on the   | what controls leading-edge attachment at tran...  
LM         | 83         | 683        | the use of conical camber to produce flow attachment at th   | what controls leading-edge attachment at tran...  
LM         | 83         | 222        | the flow over delta wings at low speeds with leading edge    | what controls leading-edge attachment at tran...  
LM         | 83         | 334        | influence of the leading-edge shock wave on the laminar bo   | what controls leading-edge attachment at tran...  
LM         | 83         | 521        | a note on application of transonic linearization to an air   | what controls leading-edge attachment at tran...  
LM         | 83         | 655        | effects of boundary layer displacement and leading edge bl   | what controls leading-edge attachment at tran...  
LM         | 83         | 251        | a collection of longitudinal stability derivatives of wing   | what controls leading-edge attachment at tran...  
LM         | 83         | 633        | an extension of the method of generalised conical flows fo   | what controls leading-edge attachment at tran...  
VSM        | 84         | 527        | note on the three-point boundary layer problem for the bla   | can the three-point boundary-value problem fo...  
VSM        | 84         | 322        | on the numerical solution of the blasius problem with thre   | can the three-point boundary-value problem fo...  
VSM        | 84         | 320        | comment on improved numerical solution of the blasius prob   | can the three-point boundary-value problem fo...  
VSM        | 84         | 321        | improved numerical solution of the blasius problem with th   | can the three-point boundary-value problem fo...  
VSM        | 84         | 832        | accelerating convergence of iteration processes .            | can the three-point boundary-value problem fo...  
VSM        | 84         | 366        | helium injection into the boundary layer at an axisymmetri   | can the three-point boundary-value problem fo...  
VSM        | 84         | 1235       | a theory of the two dimensional laminar bounary layer over   | can the three-point boundary-value problem fo...  
VSM        | 84         | 476        | the blasius equation with three-point boundary conditions    | can the three-point boundary-value problem fo...  
VSM        | 84         | 365        | the homogeneous boundary layer at an axisymmetric stagnati   | can the three-point boundary-value problem fo...  
VSM        | 84         | 150        | integration of the boundary layer equations .                | can the three-point boundary-value problem fo...  
LM         | 84         | 527        | note on the three-point boundary layer problem for the bla   | can the three-point boundary-value problem fo...  
LM         | 84         | 321        | improved numerical solution of the blasius problem with th   | can the three-point boundary-value problem fo...  
LM         | 84         | 320        | comment on improved numerical solution of the blasius prob   | can the three-point boundary-value problem fo...  
LM         | 84         | 1370       | some remarks on the flat plate boundary layer .              | can the three-point boundary-value problem fo...  
LM         | 84         | 349        | numerical solution of the boundary layer equations without   | can the three-point boundary-value problem fo...  
LM         | 84         | 322        | on the numerical solution of the blasius problem with thre   | can the three-point boundary-value problem fo...  
LM         | 84         | 366        | helium injection into the boundary layer at an axisymmetri   | can the three-point boundary-value problem fo...  
LM         | 84         | 1235       | a theory of the two dimensional laminar bounary layer over   | can the three-point boundary-value problem fo...  
LM         | 84         | 356        | on optimum nose curves for missiles in the super-aerodynam   | can the three-point boundary-value problem fo...  
LM         | 84         | 476        | the blasius equation with three-point boundary conditions    | can the three-point boundary-value problem fo...  
VSM        | 85         | 1301       | compressible boundary layers on bodies of revolution .       | what are the effects of small amounts of gas ...  
VSM        | 85         | 192        | on the hypersonic viscous flow past slender bodies of revo   | what are the effects of small amounts of gas ...  
VSM        | 85         | 27         | newtonian flow theory for slender bodies .                   | what are the effects of small amounts of gas ...  
VSM        | 85         | 1149       | similar temperature boundary layers .                        | what are the effects of small amounts of gas ...  
VSM        | 85         | 922        | supersonic flow past slender bodies of revolution, slope o   | what are the effects of small amounts of gas ...  
VSM        | 85         | 494        | axisymmetric viscous flow plast very slender bodies of rev   | what are the effects of small amounts of gas ...  
VSM        | 85         | 326        | forst-order slip effects on the compressible laminar bound   | what are the effects of small amounts of gas ...  
VSM        | 85         | 1259       | second-order theory for unsteady supersonic flow past slen   | what are the effects of small amounts of gas ...  
VSM        | 85         | 273        | flow past slender blunt bodies - a review and extension .    | what are the effects of small amounts of gas ...  
VSM        | 85         | 498        | calculation of potential flow about bodies of revolution h   | what are the effects of small amounts of gas ...  
LM         | 85         | 192        | on the hypersonic viscous flow past slender bodies of revo   | what are the effects of small amounts of gas ...  
LM         | 85         | 326        | forst-order slip effects on the compressible laminar bound   | what are the effects of small amounts of gas ...  
LM         | 85         | 1301       | compressible boundary layers on bodies of revolution .       | what are the effects of small amounts of gas ...  
LM         | 85         | 1259       | second-order theory for unsteady supersonic flow past slen   | what are the effects of small amounts of gas ...  
LM         | 85         | 435        | application of similar solutions to calculations of lamina   | what are the effects of small amounts of gas ...  
LM         | 85         | 494        | axisymmetric viscous flow plast very slender bodies of rev   | what are the effects of small amounts of gas ...  
LM         | 85         | 922        | supersonic flow past slender bodies of revolution, slope o   | what are the effects of small amounts of gas ...  
LM         | 85         | 273        | flow past slender blunt bodies - a review and extension .    | what are the effects of small amounts of gas ...  
LM         | 85         | 550        | laminar heat transfer in tubes under slip-flow conditions    | what are the effects of small amounts of gas ...  
LM         | 85         | 233        | the theoretical wave drag of some bodies of revolution .     | what are the effects of small amounts of gas ...  
